InningsNo,OverNo,BattingTeamID,OutBatsman,OutDesc,BatsmanRuns,BatsmanBalls,OutBatsMan,BatsManRuns,BatsManBalls
2,14,13,Moeen Ali,c Noor Ahmad b Mohit Sharma,56,36,,,
2,16,13,Shivam Dube,c Noor Ahmad b Mohit Sharma,21,13,,,
2,17,13,Ravindra Jadeja,c David Miller b Rashid Khan,18,10,,,
2,17,13,Mitchell Santner,b Rashid Khan,0,2,,,
1,4,14,Jake Fraser - McGurk,c Donovan Ferreira b Ravichandran Ashwin,50,20,,,
1,5,14,Shai Hope,ro (Sandeep Sharma),1,1,,,
1,9,14,Axar Patel,c Riyan Parag b Ravichandran Ashwin,15,10,,,
1,12,14,Abishek Porel,c Sandeep Sharma b Ravichandran Ashwin,65,36,,,
1,13,14,Rishabh Pant,c Trent Boult b Yuzvendra Chahal,15,13,,,
1,18,14,Gulbadin Naib,c Ravichandran Ashwin b Trent Boult,19,15,,,
1,19,14,Rasikh Salam,ro (Shubham Dubey),9,3,,,
1,19,14,Tristan Stubbs,lbw Sandeep Sharma,41,20,,,
2,0,18,Yashasvi Jaiswal,c Axar Patel b Khaleel Ahmed,4,2,,,
2,5,18,Jos Buttler,b Axar Patel,19,17,,,
2,10,18,Riyan Parag,b Rasikh Salam,27,22,,,
2,15,18,Sanju Samson,c Shai Hope b Mukesh Kumar,86,45,,,
2,16,18,Shubham Dubey,c Tristan Stubbs b Khaleel Ahmed,25,12,,,
2,17,18,Donovan Ferreira,lbw Kuldeep Yadav,1,3,,,
2,17,18,Ravichandran Ashwin,c Shai Hope b Kuldeep Yadav,2,3,,,
2,19,18,Rovman Powell,b Mukesh Kumar,13,10,,,
1,4,14,Jake Fraser - McGurk,c Donovan Ferreira b Ravichandran Ashwin,50,20,,,
1,5,14,Shai Hope,ro (Sandeep Sharma),1,1,,,
1,9,14,Axar Patel,c Riyan Parag b Ravichandran Ashwin,15,10,,,
1,12,14,Abishek Porel,c Sandeep Sharma b Ravichandran Ashwin,65,36,,,
1,13,14,Rishabh Pant,c Trent Boult b Yuzvendra Chahal,15,13,,,
1,18,14,Gulbadin Naib,c Ravichandran Ashwin b Trent Boult,19,15,,,
1,19,14,Rasikh Salam,ro (Shubham Dubey),9,3,,,
1,19,14,Tristan Stubbs,lbw Sandeep Sharma,41,20,,,
2,0,18,Yashasvi Jaiswal,c Axar Patel b Khaleel Ahmed,4,2,,,
2,5,18,Jos Buttler,b Axar Patel,19,17,,,
2,10,18,Riyan Parag,b Rasikh Salam,27,22,,,
2,15,18,Sanju Samson,c Shai Hope b Mukesh Kumar,86,45,,,
2,16,18,Shubham Dubey,c Tristan Stubbs b Khaleel Ahmed,25,12,,,
2,17,18,Donovan Ferreira,lbw Kuldeep Yadav,1,3,,,
2,17,18,Ravichandran Ashwin,c Shai Hope b Kuldeep Yadav,2,3,,,
2,19,18,Rovman Powell,b Mukesh Kumar,13,10,,,
1,0,16,Phil Salt,c Anshul Kamboj b Nuwan Thushara,6,5,,,
1,1,16,Sunil Narine,b Jasprit Bumrah,0,1,,,
1,4,16,Shreyas Iyer,b Anshul Kamboj,7,10,,,
1,8,16,Venkatesh Iyer,c Suryakumar Yadav b Piyush Chawla,42,21,,,
1,11,16,Nitish Rana,ro (Tilak Varma),33,23,,,
1,12,16,Andre Russell,c Anshul Kamboj b Piyush Chawla,24,14,,,
1,15,16,Rinku Singh,c Ishan Kishan b Jasprit Bumrah,20,12,,,
2,6,17,Ishan Kishan,c Rinku Singh b Sunil Narine,40,22,,,
2,7,17,Rohit Sharma,c Sunil Narine b Varun Chakaravarthy,19,23,,,
2,10,17,Suryakumar Yadav,c Ramandeep Singh b Andre Russell,11,14,,,
2,11,17,Hardik Pandya,c Vaibhav Arora b Varun Chakaravarthy,2,4,,,
2,12,17,Tim David,c Shreyas Iyer b Andre Russell,0,3,,,
2,13,17,Nehal Wadera,ro (Mitchell Starc),3,3,,,
2,15,17,Naman Dhir,c Rinku Singh b Harshit Rana,17,6,,,
2,15,17,Tilak Varma,c Phil Salt b Harshit Rana,32,17,,,
1,0,16,Phil Salt,c Anshul Kamboj b Nuwan Thushara,6,5,,,
1,1,16,Sunil Narine,b Jasprit Bumrah,0,1,,,
1,4,16,Shreyas Iyer,b Anshul Kamboj,7,10,,,
1,8,16,Venkatesh Iyer,c Suryakumar Yadav b Piyush Chawla,42,21,,,
1,11,16,Nitish Rana,ro (Tilak Varma),33,23,,,
1,12,16,Andre Russell,c Anshul Kamboj b Piyush Chawla,24,14,,,
1,15,16,Rinku Singh,c Ishan Kishan b Jasprit Bumrah,20,12,,,
2,6,17,Ishan Kishan,c Rinku Singh b Sunil Narine,40,22,,,
2,7,17,Rohit Sharma,c Sunil Narine b Varun Chakaravarthy,19,23,,,
2,10,17,Suryakumar Yadav,c Ramandeep Singh b Andre Russell,11,14,,,
2,11,17,Hardik Pandya,c Vaibhav Arora b Varun Chakaravarthy,2,4,,,
2,12,17,Tim David,c Shreyas Iyer b Andre Russell,0,3,,,
2,13,17,Nehal Wadera,ro (Mitchell Starc),3,3,,,
2,15,17,Naman Dhir,c Rinku Singh b Harshit Rana,17,6,,,
2,15,17,Tilak Varma,c Phil Salt b Harshit Rana,32,17,,,
1,2,77,Quinton De Kock,c Nitish Kumar Reddy b Bhuvneshwar Kumar,2,5,,,
1,4,77,Marcus Stoinis,c Sanvir Singh b Bhuvneshwar Kumar,3,5,,,
1,9,77,K L Rahul,c T Natarajan b Pat Cummins,29,33,,,
1,11,77,Krunal Pandya,ro (Pat Cummins),24,21,,,
0,0,0,,0,0,0,0,0,
1,6,18,Yashasvi Jaiswal,c Ruturaj Gaikwad b Simarjeet Singh,24,21,,,
1,8,18,Jos Buttler,c Tushar Deshpande b Simarjeet Singh,21,25,,,
1,14,18,Sanju Samson,c Ruturaj Gaikwad b Simarjeet Singh,15,19,,,
1,19,18,Dhruv Jurel,c Shardul Thakur b Tushar Deshpande,28,18,,,
1,19,18,Shubham Dubey,c Shivam Dube b Tushar Deshpande,0,1,,,
2,3,13,Rachin Ravindra,c & b Ravichandran Ashwin,27,18,,,
2,7,13,Daryl Mitchell,lbw Yuzvendra Chahal,22,13,,,
2,11,13,Moeen Ali,c Avesh Khan b Nandre Burger,10,13,,,
2,13,13,Shivam Dube,c Riyan Parag b Ravichandran Ashwin,18,11,,,
1,6,18,Yashasvi Jaiswal,c Ruturaj Gaikwad b Simarjeet Singh,24,21,,,
1,8,18,Jos Buttler,c Tushar Deshpande b Simarjeet Singh,21,25,,,
1,14,18,Sanju Samson,c Ruturaj Gaikwad b Simarjeet Singh,15,19,,,
1,19,18,Dhruv Jurel,c Shardul Thakur b Tushar Deshpande,28,18,,,
1,19,18,Shubham Dubey,c Shivam Dube b Tushar Deshpande,0,1,,,
2,3,13,Rachin Ravindra,c & b Ravichandran Ashwin,27,18,,,
2,7,13,Daryl Mitchell,lbw Yuzvendra Chahal,22,13,,,
2,11,13,Moeen Ali,c Avesh Khan b Nandre Burger,10,13,,,
2,13,13,Shivam Dube,c Riyan Parag b Ravichandran Ashwin,18,11,,,
0,0,0,,0,0,0,0,0,0
1,2,19,Faf Du Plessis,c Jake Fraser - McGurk b Mukesh Kumar,6,7,,,
1,3,19,Virat Kohli,c Abishek Porel b Ishant Sharma,27,13,,,
1,12,19,Rajat Patidar,c Axar Patel b Rasikh Salam,52,32,,,
1,14,19,Will Jacks,c Axar Patel b Kuldeep Yadav,41,29,,,
1,17,19,Dinesh Karthik,c Kuldeep Yadav b Khaleel Ahmed,0,2,,,
1,17,19,Mahipal Lomror,c Abishek Porel b Khaleel Ahmed,13,8,,,
1,18,19,Swapnil Singh,c Kumar Kushagra b Rasikh Salam,0,1,,,
1,19,19,Mohammed Siraj,ro (Abishek Porel),0,0,,,
1,19,19,Karn Sharma,ro (Shai Hope),6,4,,,
2,0,14,David Warner,c Will Jacks b Swapnil Singh,1,2,,,
2,2,14,Abishek Porel,c Lockie Ferguson b Yash Dayal,2,3,,,
2,2,14,Jake Fraser - McGurk,ro (Yash Dayal),21,8,,,
2,3,14,Kumar Kushagra,lbw Mohammed Siraj,2,3,,,
2,9,14,Shai Hope,c Karn Sharma b Lockie Ferguson,29,23,,,
2,10,14,Tristan Stubbs,ro (Cameron Green),3,4,,,
2,14,14,Rasikh Salam,c Will Jacks b Cameron Green,10,12,,,
2,15,14,Axar Patel,c Faf Du Plessis b Yash Dayal,57,39,,,
2,17,14,Mukesh Kumar,c Mahipal Lomror b Lockie Ferguson,3,7,,,
2,19,14,Kuldeep Yadav,b Yash Dayal,6,10,,,
1,2,19,Faf Du Plessis,c Jake Fraser - McGurk b Mukesh Kumar,6,7,,,
1,3,19,Virat Kohli,c Abishek Porel b Ishant Sharma,27,13,,,
1,12,19,Rajat Patidar,c Axar Patel b Rasikh Salam,52,32,,,
1,14,19,Will Jacks,c Axar Patel b Kuldeep Yadav,41,29,,,
1,17,19,Dinesh Karthik,c Kuldeep Yadav b Khaleel Ahmed,0,2,,,
1,17,19,Mahipal Lomror,c Abishek Porel b Khaleel Ahmed,13,8,,,
1,18,19,Swapnil Singh,c Kumar Kushagra b Rasikh Salam,0,1,,,
1,19,19,Mohammed Siraj,ro (Abishek Porel),0,0,,,
1,19,19,Karn Sharma,ro (Shai Hope),6,4,,,
2,0,14,David Warner,c Will Jacks b Swapnil Singh,1,2,,,
2,2,14,Jake Fraser - McGurk,ro (Yash Dayal),21,8,,,
2,2,14,Abishek Porel,c Lockie Ferguson b Yash Dayal,2,3,,,
2,3,14,Kumar Kushagra,lbw Mohammed Siraj,2,3,,,
2,9,14,Shai Hope,c Karn Sharma b Lockie Ferguson,29,23,,,
2,10,14,Tristan Stubbs,ro (Cameron Green),3,4,,,
2,14,14,Rasikh Salam,c Will Jacks b Cameron Green,10,12,,,
2,15,14,Axar Patel,c Faf Du Plessis b Yash Dayal,57,39,,,
2,17,14,Mukesh Kumar,c Mahipal Lomror b Lockie Ferguson,3,7,,,
2,19,14,Kuldeep Yadav,b Yash Dayal,6,10,,,
1,0,14,Jake Fraser - McGurk,c Naveen-Ul-Haq b Arshad Khan,0,2,,,
1,8,14,Shai Hope,c K L Rahul b Ravi Bishnoi,38,27,,,
1,11,14,Abishek Porel,c Nicholas Pooran b Naveen-Ul-Haq,58,33,,,
1,16,14,Rishabh Pant,c Deepak Hooda b Naveen-Ul-Haq,33,23,,,
2,0,77,K L Rahul,c Mukesh Kumar b Ishant Sharma,5,3,,,
2,2,77,Quinton De Kock,c Mukesh Kumar b Ishant Sharma,12,8,,,
2,3,77,Marcus Stoinis,st Rishabh Pant b Axar Patel,5,7,,,
2,4,77,Deepak Hooda,lbw Ishant Sharma,0,2,,,
2,7,77,Ayush Badoni,c Gulbadin Naib b Tristan Stubbs,6,9,,,
2,11,77,Nicholas Pooran,c Axar Patel b Mukesh Kumar,61,27,,,
2,14,77,Krunal Pandya,st Rishabh Pant b Kuldeep Yadav,18,18,,,
2,16,77,Yudhvir Singh,c Shai Hope b Khaleel Ahmed,14,7,,,
2,18,77,Ravi Bishnoi,ro (Jake Fraser - McGurk),2,2,,,
1,0,14,Jake Fraser - McGurk,c Naveen-Ul-Haq b Arshad Khan,0,2,,,
1,8,14,Shai Hope,c K L Rahul b Ravi Bishnoi,38,27,,,
1,11,14,Abishek Porel,c Nicholas Pooran b Naveen-Ul-Haq,58,33,,,
1,16,14,Rishabh Pant,c Deepak Hooda b Naveen-Ul-Haq,33,23,,,
2,0,77,K L Rahul,c Mukesh Kumar b Ishant Sharma,5,3,,,
2,2,77,Quinton De Kock,c Mukesh Kumar b Ishant Sharma,12,8,,,
2,3,77,Marcus Stoinis,st Rishabh Pant b Axar Patel,5,7,,,
2,4,77,Deepak Hooda,lbw Ishant Sharma,0,2,,,
2,7,77,Ayush Badoni,c Gulbadin Naib b Tristan Stubbs,6,9,,,
2,11,77,Nicholas Pooran,c Axar Patel b Mukesh Kumar,61,27,,,
2,14,77,Krunal Pandya,st Rishabh Pant b Kuldeep Yadav,18,18,,,
2,16,77,Yudhvir Singh,c Shai Hope b Khaleel Ahmed,14,7,,,
2,18,77,Ravi Bishnoi,ro (Jake Fraser - McGurk),2,2,,,
1,0,18,Yashasvi Jaiswal,b Sam Curran,4,4,,,
1,6,18,Sanju Samson,c Rahul Chahar b Nathan Ellis,18,15,,,
1,7,18,Tom Kohler- Cadmore,c Jitesh Sharma b Rahul Chahar,18,23,,,
1,12,18,Ravichandran Ashwin,c Shashank Singh b Arshdeep Singh,28,19,,,
1,13,18,Dhruv Jurel,c Harpreet Brar b Sam Curran,0,1,,,
1,14,18,Rovman Powell,c & b Rahul Chahar,4,5,,,
1,17,18,Donovan Ferreira,c Rilee Rossouw b Harshal Patel,7,8,,,
1,19,18,Riyan Parag,lbw Harshal Patel,48,34,,,
1,19,18,Trent Boult,ro (Jitesh Sharma),12,9,,,
2,0,15,Prabhsimran Singh,c Yuzvendra Chahal b Trent Boult,6,4,,,
2,4,15,Rilee Rossouw,c Yashasvi Jaiswal b Avesh Khan,22,13,,,
2,4,15,Shashank Singh,lbw Avesh Khan,0,2,,,
2,7,15,Jonny Bairstow,c Riyan Parag b Yuzvendra Chahal,14,22,,,
2,15,15,Jitesh Sharma,c Riyan Parag b Yuzvendra Chahal,22,20,,,
1,0,18,Yashasvi Jaiswal,b Sam Curran,4,4,,,
1,6,18,Sanju Samson,c Rahul Chahar b Nathan Ellis,18,15,,,
1,7,18,Tom Kohler- Cadmore,c Jitesh Sharma b Rahul Chahar,18,23,,,
1,12,18,Ravichandran Ashwin,c Shashank Singh b Arshdeep Singh,28,19,,,
1,13,18,Dhruv Jurel,c Harpreet Brar b Sam Curran,0,1,,,
1,14,18,Rovman Powell,c & b Rahul Chahar,4,5,,,
1,17,18,Donovan Ferreira,c Rilee Rossouw b Harshal Patel,7,8,,,
1,19,18,Riyan Parag,lbw Harshal Patel,48,34,,,
1,19,18,Trent Boult,ro (Jitesh Sharma),12,9,,,
2,0,15,Prabhsimran Singh,c Yuzvendra Chahal b Trent Boult,6,4,,,
2,4,15,Rilee Rossouw,c Yashasvi Jaiswal b Avesh Khan,22,13,,,
2,4,15,Shashank Singh,lbw Avesh Khan,0,2,,,
2,7,15,Jonny Bairstow,c Riyan Parag b Yuzvendra Chahal,14,22,,,
2,15,15,Jitesh Sharma,c Riyan Parag b Yuzvendra Chahal,22,20,,,
1,0,77,Devdutt Padikkal,lbw Nuwan Thushara,0,1,,,
1,5,77,Marcus Stoinis,lbw Piyush Chawla,28,22,,,
1,9,77,Deepak Hooda,c Nehal Wadhera b Piyush Chawla,11,9,,,
1,16,77,Nicholas Pooran,c Suryakumar Yadav b Nuwan Thushara,75,29,,,
1,16,77,Arshad Khan,c Nehal Wadhera b Nuwan Thushara,0,1,,,
1,17,77,K L Rahul,c Nuwan Thushara b Piyush Chawla,55,41,,,
2,8,17,Dewald Brevis,c Krunal Pandya b Naveen-Ul-Haq,23,20,,,
2,9,17,Suryakumar Yadav,c Ravi Bishnoi b Krunal Pandya,0,3,,,
2,10,17,Rohit Sharma,c Mohsin Khan b Ravi Bishnoi,68,38,,,
2,13,17,Hardik Pandya,c Naveen-Ul-Haq b Mohsin Khan,16,13,,,
2,14,17,Nehal Wadhera,c Krunal Pandya b Ravi Bishnoi,1,3,,,
2,19,17,Ishan Kishan,b Naveen-Ul-Haq,14,15,,,
1,0,77,Devdutt Padikkal,lbw Nuwan Thushara,0,1,,,
1,5,77,Marcus Stoinis,lbw Piyush Chawla,28,22,,,
1,9,77,Deepak Hooda,c Nehal Wadhera b Piyush Chawla,11,9,,,
1,16,77,Nicholas Pooran,c Suryakumar Yadav b Nuwan Thushara,75,29,,,
1,16,77,Arshad Khan,c Nehal Wadhera b Nuwan Thushara,0,1,,,
1,17,77,K L Rahul,c Nuwan Thushara b Piyush Chawla,55,41,,,
2,8,17,Dewald Brevis,c Krunal Pandya b Naveen-Ul-Haq,23,20,,,
2,9,17,Suryakumar Yadav,c Ravi Bishnoi b Krunal Pandya,0,3,,,
2,10,17,Rohit Sharma,c Mohsin Khan b Ravi Bishnoi,68,38,,,
2,13,17,Hardik Pandya,c Naveen-Ul-Haq b Mohsin Khan,16,13,,,
2,14,17,Nehal Wadhera,c Krunal Pandya b Ravi Bishnoi,1,3,,,
2,19,17,Ishan Kishan,b Naveen-Ul-Haq,14,15,,,
0,0,0,,0,0,0,0,0,0
1,9,19,Virat Kohli,c Daryl Mitchell b Mitchell Santner,47,29,,,
1,12,19,Faf Du Plessis,ro (Mitchell Santner),54,39,,,
1,17,19,Rajat Patidar,c Daryl Mitchell b Shardul Thakur,41,23,,,
1,18,19,Dinesh Karthik,c MS Dhoni b Tushar Deshpande,14,6,,,
1,19,19,Glenn Maxwell,c MS Dhoni b Shardul Thakur,16,5,,,
2,0,13,Ruturaj Gaikwad,c Yash Dayal b Glenn Maxwell,0,1,,,
2,2,13,Daryl Mitchell,c Virat Kohli b Yash Dayal,4,6,,,
2,9,13,Ajinkya Rahane,c Faf Du Plessis b Lockie Ferguson,33,22,,,
2,12,13,Rachin Ravindra,ro (Mahipal Lomror),61,36,,,
2,13,13,Shivam Dube,c Lockie Ferguson b Cameron Green,7,15,,,
2,14,13,Mitchell Santner,c Faf Du Plessis b Mohammed Siraj,3,4,,,
2,19,13,MS Dhoni,c Swapnil Singh b Yash Dayal,25,12,,,
1,9,19,Virat Kohli,c Daryl Mitchell b Mitchell Santner,47,29,,,
1,12,19,Faf Du Plessis,ro (Mitchell Santner),54,39,,,
1,17,19,Rajat Patidar,c Daryl Mitchell b Shardul Thakur,41,23,,,
1,18,19,Dinesh Karthik,c MS Dhoni b Tushar Deshpande,14,6,,,
1,19,19,Glenn Maxwell,c MS Dhoni b Shardul Thakur,16,5,,,
2,0,13,Ruturaj Gaikwad,c Yash Dayal b Glenn Maxwell,0,1,,,
2,2,13,Daryl Mitchell,c Virat Kohli b Yash Dayal,4,6,,,
2,9,13,Ajinkya Rahane,c Faf Du Plessis b Lockie Ferguson,33,22,,,
2,12,13,Rachin Ravindra,ro (Mahipal Lomror),61,36,,,
2,13,13,Shivam Dube,c Lockie Ferguson b Cameron Green,7,15,,,
2,14,13,Mitchell Santner,c Faf Du Plessis b Mohammed Siraj,3,4,,,
2,19,13,MS Dhoni,c Swapnil Singh b Yash Dayal,25,12,,,
1,9,15,Atharva Taide,c Sanvir Singh b T Natarajan,46,27,,,
1,14,15,Prabhsimran Singh,c Heinrich Klaasen b Vijayakanth Viyaskanth,71,45,,,
1,15,15,Shashank Singh,ro (Nitish Kumar Reddy),2,4,,,
1,17,15,Rilee Rossouw,c Abdul Samad b Pat Cummins,49,23,,,
1,18,15,Ashutosh Sharma,c Sanvir Singh b T Natarajan,2,3,,,
2,0,20,Travis Head,b Arshdeep Singh,0,1,,,
2,4,20,Rahul Tripathi,c Arshdeep Singh b Harshal Patel,33,17,,,
2,10,20,Abhishek Sharma,c Shivam Singh b Shashank Singh,66,28,,,
2,13,20,Nitish Kumar Reddy,c Shivam Singh b Harshal Patel,37,25,,,
2,16,20,Shahbaz Ahmed,c Shashank Singh b Arshdeep Singh,3,6,,,
2,18,20,Heinrich Klaasen,b Harpreet Brar,42,26,,,
1,9,15,Atharva Taide,c Sanvir Singh b T Natarajan,46,27,,,
1,14,15,Prabhsimran Singh,c Heinrich Klaasen b Vijayakanth Viyaskanth,71,45,,,
1,15,15,Shashank Singh,ro (Nitish Kumar Reddy),2,4,,,
1,17,15,Rilee Rossouw,c Abdul Samad b Pat Cummins,49,23,,,
1,18,15,Ashutosh Sharma,c Sanvir Singh b T Natarajan,2,3,,,
2,0,20,Travis Head,b Arshdeep Singh,0,1,,,
2,4,20,Rahul Tripathi,c Arshdeep Singh b Harshal Patel,33,17,,,
2,10,20,Abhishek Sharma,c Shivam Singh b Shashank Singh,66,28,,,
2,13,20,Nitish Kumar Reddy,c Shivam Singh b Harshal Patel,37,25,,,
2,16,20,Shahbaz Ahmed,c Shashank Singh b Arshdeep Singh,3,6,,,
2,18,20,Heinrich Klaasen,b Harpreet Brar,42,26,,,
0,0,0,,0,0,0,0,0,0
1,0,20,Travis Head,b Mitchell Starc,0,2,,,
1,1,20,Abhishek Sharma,c Andre Russell b Vaibhav Arora,3,4,,,
1,4,20,Nitish Kumar Reddy,c Rahmanullah Gurbaz b Mitchell Starc,9,10,,,
1,4,20,Shahbaz Ahmed,b Mitchell Starc,0,1,,,
1,10,20,Heinrich Klaasen,c Rinku Singh b Varun Chakaravarthy,32,20,,,
1,13,20,Rahul Tripathi,ro (Andre Russell),55,34,,,
1,13,20,Sanvir Singh,b Sunil Narine,0,1,,,
1,14,20,Abdul Samad,c Shreyas Iyer b Harshit Rana,16,12,,,
1,15,20,Bhuvneshwar Kumar,lbw Varun Chakaravarthy,0,4,,,
1,19,20,Pat Cummins,c Rahmanullah Gurbaz b Andre Russell,30,24,,,
2,3,16,Rahmanullah Gurbaz,c Vijayakanth Viyaskanth b T Natarajan,23,14,,,
2,6,16,Sunil Narine,c Vijayakanth Viyaskanth b Pat Cummins,21,16,,,
1,0,20,Travis Head,b Mitchell Starc,0,2,,,
1,1,20,Abhishek Sharma,c Andre Russell b Vaibhav Arora,3,4,,,
1,4,20,Nitish Kumar Reddy,c Rahmanullah Gurbaz b Mitchell Starc,9,10,,,
1,4,20,Shahbaz Ahmed,b Mitchell Starc,0,1,,,
1,10,20,Heinrich Klaasen,c Rinku Singh b Varun Chakaravarthy,32,20,,,
1,13,20,Rahul Tripathi,ro (Andre Russell),55,34,,,
1,13,20,Sanvir Singh,b Sunil Narine,0,1,,,
1,14,20,Abdul Samad,c Shreyas Iyer b Harshit Rana,16,12,,,
1,15,20,Bhuvneshwar Kumar,lbw Varun Chakaravarthy,0,4,,,
1,19,20,Pat Cummins,c Rahmanullah Gurbaz b Andre Russell,30,24,,,
2,3,16,Rahmanullah Gurbaz,c Vijayakanth Viyaskanth b T Natarajan,23,14,,,
2,6,16,Sunil Narine,c Vijayakanth Viyaskanth b Pat Cummins,21,16,,,
1,4,19,Faf Du Plessis,c Rovman Powell b Trent Boult,17,14,,,
1,7,19,Virat Kohli,c Donovan Ferreira b Yuzvendra Chahal,33,24,,,
1,12,19,Glenn Maxwell,c Dhruv Jurel b Ravichandran Ashwin,0,1,,,
1,12,19,Cameron Green,c Rovman Powell b Ravichandran Ashwin,27,21,,,
1,14,19,Rajat Patidar,c Riyan Parag b Avesh Khan,34,22,,,
1,18,19,Dinesh Karthik,c Yashasvi Jaiswal b Avesh Khan,11,13,,,
1,18,19,Mahipal Lomror,c Rovman Powell b Avesh Khan,32,17,,,
1,19,19,Karn Sharma,c Rovman Powell b Sandeep Sharma,5,4,,,
2,5,18,Tom Kohler- Cadmore,b Lockie Ferguson,20,15,,,
2,9,18,Yashasvi Jaiswal,c Dinesh Karthik b Cameron Green,45,30,,,
2,10,18,Sanju Samson,st Dinesh Karthik b Karn Sharma,17,13,,,
2,13,18,Dhruv Jurel,ro (Virat Kohli),8,8,,,
2,17,18,Riyan Parag,b Mohammed Siraj,36,26,,,
2,17,18,Shimron Hetmyer,c Faf Du Plessis b Mohammed Siraj,26,14,,,
1,4,19,Faf Du Plessis,c Rovman Powell b Trent Boult,17,14,,,
1,7,19,Virat Kohli,c Donovan Ferreira b Yuzvendra Chahal,33,24,,,
1,12,19,Glenn Maxwell,c Dhruv Jurel b Ravichandran Ashwin,0,1,,,
1,12,19,Cameron Green,c Rovman Powell b Ravichandran Ashwin,27,21,,,
1,14,19,Rajat Patidar,c Riyan Parag b Avesh Khan,34,22,,,
1,18,19,Dinesh Karthik,c Yashasvi Jaiswal b Avesh Khan,11,13,,,
1,18,19,Mahipal Lomror,c Rovman Powell b Avesh Khan,32,17,,,
1,19,19,Karn Sharma,c Rovman Powell b Sandeep Sharma,5,4,,,
2,5,18,Tom Kohler- Cadmore,b Lockie Ferguson,20,15,,,
2,9,18,Yashasvi Jaiswal,c Dinesh Karthik b Cameron Green,45,30,,,
2,10,18,Sanju Samson,st Dinesh Karthik b Karn Sharma,17,13,,,
2,13,18,Dhruv Jurel,ro (Virat Kohli),8,8,,,
2,17,18,Riyan Parag,b Mohammed Siraj,36,26,,,
2,17,18,Shimron Hetmyer,c Faf Du Plessis b Mohammed Siraj,26,14,,,
1,0,20,Abhishek Sharma,c Tom Kohler- Cadmore b Trent Boult,12,5,,,
1,4,20,Aiden Markram,c Yuzvendra Chahal b Trent Boult,1,2,,,
1,4,20,Rahul Tripathi,c Yuzvendra Chahal b Trent Boult,37,15,,,
1,9,20,Travis Head,c Ravichandran Ashwin b Sandeep Sharma,34,28,,,
1,13,20,Nitish Kumar Reddy,c Yuzvendra Chahal b Avesh Khan,5,10,,,
1,13,20,Abdul Samad,b Avesh Khan,0,1,,,
1,18,20,Heinrich Klaasen,b Sandeep Sharma,50,34,,,
1,19,20,Shahbaz Ahmed,c Dhruv Jurel b Avesh Khan,18,18,,,
1,19,20,Jaydev Unadkat,ro (Sanju Samson),5,2,,,
2,3,18,Tom Kohler- Cadmore,c Rahul Tripathi b Pat Cummins,10,16,,,
2,7,18,Yashasvi Jaiswal,c Abdul Samad b Shahbaz Ahmed,42,21,,,
2,8,18,Sanju Samson,c Aiden Markram b Abhishek Sharma,10,11,,,
2,11,18,Riyan Parag,c Abhishek Sharma b Shahbaz Ahmed,6,10,,,
2,11,18,Ravichandran Ashwin,c Heinrich Klaasen b Shahbaz Ahmed,0,3,,,
2,13,18,Shimron Hetmyer,b Abhishek Sharma,4,9,,,
2,17,18,Rovman Powell,c Abhishek Sharma b T Natarajan,6,12,,,
1,0,20,Abhishek Sharma,c Tom Kohler- Cadmore b Trent Boult,12,5,,,
1,4,20,Rahul Tripathi,c Yuzvendra Chahal b Trent Boult,37,15,,,
1,4,20,Aiden Markram,c Yuzvendra Chahal b Trent Boult,1,2,,,
1,9,20,Travis Head,c Ravichandran Ashwin b Sandeep Sharma,34,28,,,
1,13,20,Nitish Kumar Reddy,c Yuzvendra Chahal b Avesh Khan,5,10,,,
1,13,20,Abdul Samad,b Avesh Khan,0,1,,,
1,18,20,Heinrich Klaasen,b Sandeep Sharma,50,34,,,
1,19,20,Jaydev Unadkat,ro (Sanju Samson),5,2,,,
1,19,20,Shahbaz Ahmed,c Dhruv Jurel b Avesh Khan,18,18,,,
2,3,18,Tom Kohler- Cadmore,c Rahul Tripathi b Pat Cummins,10,16,,,
2,7,18,Yashasvi Jaiswal,c Abdul Samad b Shahbaz Ahmed,42,21,,,
2,8,18,Sanju Samson,c Aiden Markram b Abhishek Sharma,10,11,,,
2,11,18,Ravichandran Ashwin,c Heinrich Klaasen b Shahbaz Ahmed,0,3,,,
2,11,18,Riyan Parag,c Abhishek Sharma b Shahbaz Ahmed,6,10,,,
2,13,18,Shimron Hetmyer,b Abhishek Sharma,4,9,,,
2,17,18,Rovman Powell,c Abhishek Sharma b T Natarajan,6,12,,,
1,0,20,Abhishek Sharma,b Mitchell Starc,2,5,,,
1,1,20,Travis Head,c Rahmanullah Gurbaz b Vaibhav Arora,0,1,,,
1,4,20,Rahul Tripathi,c Ramandeep Singh b Mitchell Starc,9,13,,,
1,6,20,Nitish Kumar Reddy,c Rahmanullah Gurbaz b Harshit Rana,13,10,,,
1,10,20,Aiden Markram,c Mitchell Starc b Andre Russell,20,23,,,
1,11,20,Shahbaz Ahmed,c Sunil Narine b Varun Chakaravarthy,8,7,,,
1,12,20,Abdul Samad,c Rahmanullah Gurbaz b Andre Russell,4,4,,,
1,14,20,Heinrich Klaasen,b Harshit Rana,16,17,,,
1,17,20,Jaydev Unadkat,lbw Sunil Narine,4,11,,,
1,18,20,Pat Cummins,c Mitchell Starc b Andre Russell,24,19,,,
